row ID,Location,MinTemp,MaxTemp,MeanTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,AvgWindSpeed,Humidity9am,Humidity3pm,AvgHumidity,Pressure9am,Pressure3pm,AvgPressure,Cloud9am,Cloud3pm,AvgCloud,Temp9am,Temp3pm,RainToday
330,Sydney,7.9,16.7,12.3,0,2.2,10.2,WSW,43,W,WSW,26,24,25,51,27,39,1010.7,1009.3,1010.0,,,0,10.5,16.2,No
331,Sydney,9.9,21,15.45,0,4,9.3,SW,41,W,W,13,20,16.5,69,40,54.5,1012,1008.1,1010.05,,,0,12.8,19.8,No
332,Sydney,7.9,20.2,14.1,0,2.2,9.9,W,30,W,S,22,17,19.5,72,59,65.5,1030.5,1028.1,1029.3,,,0,10,18.9,No
333,Sydney,12.4,21.6,17.0,0,3.4,7.3,NNE,26,W,NE,13,11,12,79,59,69,1021,1015.3,1018.15,,,0,13.9,20.6,No
334,Sydney,12.1,18.8,15.5,0,6.6,3.9,WNW,39,WNW,SSE,7,19,13,57,75,66,1005.1,1005,1005.05,,,0,14.6,15.5,No
335,Sydney,8.8,18.3,13.6,0,2.4,7.2,W,31,W,S,22,13,17.5,69,62,65.5,1019.1,1017.8,1018.5,,,0,10.5,16.2,No
336,Sydney,10.2,17,13.6,0,0.6,0,S,31,W,SSW,20,17,18.5,82,77,79.5,1025.1,1021.9,1023.5,,,0,11.2,16.7,No
337,Sydney,16.1,21,18.55,4.6,4.6,0.7,ESE,54,SE,ESE,22,37,29.5,65,63,64,1025.3,1025,1025.15,,,0,18.7,18.7,Yes
338,Sydney,11.6,15.7,13.7,18.2,4.8,0.3,S,57,SSE,SSE,28,35,31.5,89,67,78,1025.5,1022.9,1024.2,,,0,13.6,15.3,Yes
339,Sydney,14,17.1,15.55,4.2,3.6,1.3,ESE,54,SSE,SSW,31,22,26.5,71,68,69.5,1021.2,1016.8,1019.0,,,0,15.9,16.3,Yes
340,Sydney,9.9,17.7,13.8,0,3.6,9.8,W,54,W,W,17,39,28,51,39,45,1011.6,1009.8,1010.7,,,0,11.3,17,No
341,Sydney,9.3,19.6,14.5,0,3.4,9.7,NW,35,WSW,WNW,11,22,16.5,64,38,51,1015.5,1011.9,1013.7,,,0,11.9,18.6,No
342,Sydney,9.6,16.3,13.0,0,4.6,9.2,WSW,54,WNW,WSW,19,30,24.5,47,30,38.5,1010.6,1010.4,1010.5,,,0,11.2,15.7,No
343,Sydney,7.8,20.7,14.3,0,1.8,9.7,W,22,W,W,13,6,9.5,83,39,61,1026.8,1023.3,1025.1,,,0,9,20.5,No
344,Sydney,6.4,17,11.7,0,4,10,WSW,52,WNW,WSW,24,22,23,49,32,40.5,1018.8,1015.5,1017.2,,,0,9.1,16.4,No
345,Sydney,9.5,12.3,10.9,0,3.8,0,WSW,48,W,W,20,22,21,54,48,51,1018.2,1016.5,1017.4,,,0,10.3,11.9,No
346,Sydney,8.2,15.6,11.9,0,2.8,9.9,SW,44,W,S,19,22,20.5,56,35,45.5,1025.7,1027.4,1026.6,,,0,11,14.6,No
347,Sydney,8.7,18.5,13.6,76.8,,1.6,S,70,SSW,SSW,24,24,24,91,83,87,1012.7,1013.5,1013.1,,,0,14.3,15,Yes
348,Sydney,11.3,13.9,12.6,88.2,,0,S,46,SE,WSW,19,19,19,88,95,91.5,1018.3,1018,1018.15,,,0,13.1,11.5,Yes
349,Sydney,7,18.4,12.7,0.6,0.4,8.3,WSW,35,WNW,SW,19,15,17,74,32,53,1020,1018.6,1019.3,,,0,10.1,18,No
350,Sydney,9.7,22.7,16.2,0,2.4,9.6,NNE,26,W,E,15,15,15,73,53,63,1022.7,1019.4,1021.1,,,0,12.5,19.3,No
351,Sydney,9.9,22.1,16.0,0,3.8,9.8,W,24,WNW,NE,19,4,11.5,72,37,54.5,1023.1,1020.9,1022.0,,,0,12.5,21.7,No
352,Sydney,12.7,24,18.35,0,5.8,7.7,WSW,37,NA,NNE,0,11,5.5,57,44,50.5,1021.2,1016.7,1019.0,,,0,15.5,21.7,No
353,Sydney,8.3,18.9,13.6,2.6,1.2,7.8,W,28,W,E,20,17,18.5,78,51,64.5,1024.5,1022.2,1023.4,,,0,10.4,17.2,Yes
354,Sydney,10.3,16.5,13.4,1,2.2,0.8,S,24,W,E,7,11,9,89,71,80,1025.8,1023.9,1024.9,,,0,13.7,15.7,No
355,Sydney,10.6,17.9,14.3,0,2.4,8.2,ESE,24,W,ENE,13,11,12,85,62,73.5,1021.9,1018.7,1020.3,,,0,12.8,17.5,No
356,Sydney,12.3,18.5,15.4,2.2,6,5.8,ESE,46,SE,SSE,26,28,27,56,56,56,1034.8,1034.6,1034.7,,,0,16.2,17.6,Yes
357,Sydney,13.6,18.7,16.2,0,3.6,8.4,SSE,31,S,ESE,15,17,16,68,62,65,1022.8,1021.1,1022.0,,,0,16.8,16.6,No
358,Sydney,13.4,19.5,16.5,0,1,7.9,ESE,30,WNW,ESE,6,19,12.5,84,57,70.5,1024.2,1022.4,1023.3,,,0,15.3,19.3,No
359,Sydney,17.5,28.1,22.8,0,8,10,W,78,N,WNW,22,43,32.5,31,20,25.5,1004.7,1006.5,1005.6,,,0,25.6,23,No
360,Sydney,12.2,20.8,16.5,0.8,7,8,W,63,WNW,W,28,33,30.5,43,27,35,1003.8,1002.8,1003.3,,,0,15.8,20.2,No
361,Sydney,14.4,21,17.7,2.2,2.2,6.3,E,24,WNW,E,9,19,14,88,64,76,1013.6,1010.2,1011.9,,,0,15.7,20,Yes
362,Sydney,10.9,21.1,16.0,0,5.4,7.2,ESE,41,W,ESE,17,22,19.5,49,65,57,1017.4,1017,1017.2,,,0,15.6,17.5,No
363,Sydney,16.6,19.4,18.0,0,4.6,0,ENE,35,ENE,ENE,20,22,21,65,70,67.5,1020.8,1017.4,1019.1,,,0,17.4,17.8,No
364,Sydney,13.5,23.5,18.5,0,8,12.4,NNE,48,W,ENE,6,22,14,100,50,75,1028,1023.5,1025.75,,,0,18,23,No
365,Sydney,15.9,30.1,23.0,0.2,7.6,12.2,SSW,33,WNW,ENE,11,9,10,59,39,49,1023.8,1021.4,1022.6,,,0,20.5,26.3,No
366,Sydney,19,24.8,21.9,0,4.8,9.5,ENE,30,SSW,ENE,2,19,10.5,80,71,75.5,1022.2,1017.9,1020.1,,,0,20.5,22.4,No
367,Sydney,18,34.3,26.15,0,4.8,12.1,NW,44,ESE,NNW,7,28,17.5,53,21,37,1013.7,1007.7,1010.7,,,0,24.8,33.8,No
368,Sydney,18.7,19.5,19.1,0.8,11.8,0.3,SSE,59,SSE,SSE,26,33,29.5,81,86,83.5,1010.6,1013.6,1012.1,,,0,19.4,16.9,No
369,Sydney,17.6,28.2,22.9,0,6.2,5.1,NNE,35,SE,ESE,4,11,7.5,70,69,69.5,1011.1,1008.9,1010.0,,,0,21.7,24.1,No
370,Sydney,13.8,18.4,16.1,11.4,4.6,3.4,SE,39,E,ESE,19,11,15,88,50,69,1013,1013.8,1013.4,,,0,14.5,18,Yes
371,Sydney,15.3,24.1,19.7,0.2,6.4,12.6,ENE,43,NNW,NE,11,26,18.5,62,67,64.5,1019.6,1015,1017.3,,,0,20.3,21.5,No
372,Sydney,21.2,29.5,25.4,0,8.2,7,E,28,WNW,E,9,11,10,54,57,55.5,1013.2,1012.2,1012.7,,,0,26.5,25.6,No
373,Sydney,19.7,29,24.35,19.8,10.8,8.8,NNE,43,W,E,9,13,11,77,63,70,1014.4,1011.2,1012.8,,,0,24.2,27.6,Yes
374,Sydney,18.3,23.3,20.8,0.4,6.2,11.6,ENE,39,E,E,15,24,19.5,46,51,48.5,1024.7,1022.5,1023.6,,,0,21.5,22.5,No
375,Sydney,18.8,24.6,21.7,0,8.6,11.7,NE,46,E,E,11,24,17.5,52,50,51,1019.3,1016.6,1018.0,,,0,23,23.3,No
376,Sydney,15.9,21.4,18.7,12.8,2.4,0,ESE,22,E,ESE,9,11,10,93,94,93.5,1020.5,1018.7,1019.6,,,0,17.2,17.9,Yes
377,Sydney,17.1,23.7,20.4,1.8,0.4,9.6,ENE,30,E,E,4,22,13,77,68,72.5,1018.6,1016.1,1017.4,,,0,21.3,22.9,Yes
378,Sydney,17.7,23.5,20.6,0.2,5.8,3.1,E,24,NNE,E,2,13,7.5,74,65,69.5,1011.5,1008,1009.75,,,0,20.7,22.4,No
379,Sydney,18.3,25.6,22.0,0,3.8,6.5,SSE,37,ENE,NNE,2,13,7.5,69,89,79,1003.8,1002.1,1003.0,,,0,23,20.5,No
380,Sydney,15.5,22.6,19.1,0.2,7.8,12.2,ESE,31,SSE,ESE,13,20,16.5,59,48,53.5,1019.7,1018,1018.85,,,0,19.6,21.4,No
381,Sydney,18.4,24.3,21.4,14.8,2.2,6.6,SW,37,SSW,SE,20,22,21,79,63,71,1013.2,1014.4,1013.8,,,0,19.9,22.8,Yes
382,Sydney,19.1,26.6,22.9,0,7.2,12.7,NE,52,NE,NE,15,31,23,65,62,63.5,1012.1,1009.8,1011.0,,,0,24,25,No
383,Sydney,19.1,23.7,21.4,0.4,6.8,4.7,SSE,50,S,S,24,24,24,69,64,66.5,1010,1010.7,1010.35,,,0,20.1,21.3,No
384,Sydney,17.1,25.1,21.1,0.6,8.8,11.7,ESE,37,W,ESE,13,20,16.5,74,48,61,1019.4,1019.5,1019.5,,,0,19.3,23.9,No
385,Sydney,13.9,23.2,18.6,0,13.2,13.4,SW,43,WSW,SE,22,24,23,43,39,41,1015.7,1015.6,1015.7,,,0,17.6,21.2,No
386,Sydney,17.5,24.3,20.9,18.6,3.4,9.5,E,39,NNW,E,13,26,19.5,84,70,77,1022.9,1022.1,1022.5,,,0,20.4,23.2,Yes
387,Sydney,20.7,25.7,23.2,0,7,7.2,E,28,SSE,E,19,19,19,75,58,66.5,1017.3,1015,1016.15,,,0,23.1,25.2,No
388,Sydney,21.8,24.8,23.3,0,4.8,3,SE,31,E,NNE,13,2,7.5,73,82,77.5,1015.4,1015.8,1015.6,,,0,22.6,22.6,No
389,Sydney,19.6,24.5,22.1,0.2,9.8,7,NA,,ESE,ESE,30,20,25,60,55,57.5,1022.7,1021.1,1021.9,,,0,22.9,23.5,No
390,Sydney,20.5,23.7,22.1,0,7.6,0.2,ESE,35,W,SSE,6,7,6.5,76,84,80,1018.5,1016.5,1017.5,,,0,21.7,21.7,No
391,Sydney,20.8,26.9,23.9,29.6,7.8,3.3,E,26,SSE,E,13,15,14,90,68,79,1014,1013.4,1013.7,,,0,22.5,26.4,Yes
392,Sydney,21.6,26.6,24.1,0.2,6.2,3.5,ENE,31,ESE,E,19,19,19,68,81,74.5,1015.9,1013.2,1014.6,,,0,23.5,23.7,No
393,Sydney,18.9,25.8,22.4,0.2,2.8,8,ENE,43,E,E,17,26,21.5,71,60,65.5,1013.7,1012.2,1013.0,,,0,22.2,24.6,No
394,Sydney,19.9,25.7,22.8,3.8,5.8,4.4,NE,46,N,NE,17,24,20.5,74,63,68.5,1012.3,1009.9,1011.1,,,0,22.3,24.3,Yes
395,Sydney,19.6,25.3,22.5,2.2,6.8,7.9,SSW,46,WNW,W,7,11,9,87,81,84,1011.4,1010.7,1011.1,,,0,20.4,18.1,Yes
396,Sydney,16.6,25.8,21.2,3.2,,8.7,E,31,WNW,E,15,19,17,80,60,70,1015.3,1013.4,1014.4,,,0,19.7,25,Yes
397,Sydney,19,27.4,23.2,0,8.6,7.6,ENE,39,ENE,ENE,7,22,14.5,62,67,64.5,1017.4,1015.7,1016.6,,,0,23.8,24,No
398,Sydney,20.6,27.5,24.1,0,7.6,12,ENE,33,WNW,E,11,22,16.5,78,61,69.5,1022.6,1022.4,1022.5,,,0,22.7,26.9,No
399,Sydney,18.9,26.6,22.8,0,8,11.3,ENE,43,ESE,ENE,2,28,15,71,60,65.5,1023.6,1021.4,1022.5,,,0,23.3,25.5,No
400,Sydney,20.1,29.5,24.8,27.6,1.6,2.1,SSW,67,NNW,ENE,17,17,17,90,58,74,1007.7,1001.4,1004.6,,,0,21.3,29.2,Yes
401,Sydney,15,21.2,18.1,109.4,,2.3,NW,54,W,WSW,30,15,22.5,96,71,83.5,1005.4,1005.9,1005.7,,,0,15.6,20.1,Yes
402,Sydney,14.9,28.4,21.7,18,1.2,10.7,WSW,48,W,W,13,24,18.5,75,39,57,1008.8,1007.9,1008.4,,,0,18.5,27,Yes
403,Sydney,16.8,25.6,21.2,0,4,11.1,NE,37,W,E,13,19,16,78,57,67.5,1022.3,1020,1021.15,,,0,20.1,24.1,No
404,Sydney,18.1,25.2,21.7,0,6.8,7.5,E,39,W,E,7,24,15.5,85,79,82,1020.6,1018,1019.3,,,0,20.2,23,No
405,Sydney,20.2,26.2,23.2,0,4.6,8.5,NNE,44,ENE,NE,13,22,17.5,80,60,70,1017.2,1014.5,1015.9,,,0,22.5,25.4,No
406,Sydney,20.1,28,24.05,0,7.8,10.3,NNE,43,ESE,ENE,6,15,10.5,81,69,75,1012.8,1009.4,1011.1,,,0,22.6,25.5,No
407,Sydney,18.3,20,19.15,0,4.8,0,S,63,SSW,SSW,17,13,15,79,75,77,1009.5,1007.9,1008.7,,,0,18.6,19.1,No
408,Sydney,16.2,23,19.6,0.4,3.4,9.7,NE,37,SSW,ENE,2,22,12,77,60,68.5,1023.6,1021.2,1022.4,,,0,19.5,22.7,No
409,Sydney,16.7,24.8,20.8,0.2,4,7.2,W,22,W,ESE,19,13,16,84,55,69.5,1019.1,1016.9,1018.0,,,0,17.5,24.3,No
410,Sydney,16.8,26.5,21.7,0,3,8.6,W,24,WNW,NE,13,17,15,88,56,72,1016,1013.6,1014.8,,,0,18.6,25.6,No
411,Sydney,19,25.6,22.3,0,3.2,10.4,ENE,28,SSE,E,2,20,11,64,54,59,1021.3,1019.2,1020.3,,,0,23.8,24.4,No
412,Sydney,17.6,25.1,21.4,0,6.6,10.3,ENE,33,W,ENE,6,20,13,67,45,56,1021.6,1017.2,1019.4,,,0,22.3,24.1,No
413,Sydney,18.2,28.3,23.3,0,8,9.2,SSE,57,WSW,SSE,15,31,23,69,59,64,1015.2,1016.9,1016.1,,,0,21.5,23.3,No
414,Sydney,17,25.4,21.2,0,3.8,4.6,W,22,WNW,ENE,19,11,15,65,72,68.5,1025.2,1022.4,1023.8,,,0,20.2,22.5,No
415,Sydney,17.3,21.4,19.4,23.6,5,0,ESE,56,SSE,SE,20,9,14.5,91,85,88,1022.9,1020.6,1021.8,,,0,18.6,19.1,Yes
416,Sydney,17.2,21.1,19.2,48.8,3.2,0.2,NE,54,WSW,ENE,9,35,22,95,81,88,1021.1,1018.3,1019.7,,,0,17.6,20.5,Yes
417,Sydney,17.5,23.8,20.7,56,,3.3,ENE,31,ENE,E,2,13,7.5,92,82,87,1019.7,1016.2,1018.0,,,0,19.5,21.5,Yes
418,Sydney,17.4,25.1,21.3,0.8,1,8.5,NA,,W,ENE,9,9,9,91,72,81.5,1016.5,1014.4,1015.5,,,0,19.1,24,No
419,Sydney,16.5,23.8,20.2,0,2.2,,ENE,20,W,NE,13,7,10,95,81,88,1014.3,1010.9,1012.6,,,0,17.7,22.2,No
420,Sydney,10.8,19.9,15.4,3.2,4,10.2,W,65,WNW,W,24,35,29.5,48,32,40,1011.6,1007.8,1009.7,,,0,13.5,19.4,Yes
421,Sydney,13.5,21.5,17.5,0,5.8,6.6,W,37,W,SSE,22,22,22,56,49,52.5,1018.5,1017.2,1017.9,,,0,16.8,19.8,No
422,Sydney,11.8,20.9,16.4,0,3,6.8,SSW,48,W,S,20,26,23,64,55,59.5,1016.8,1013.2,1015.0,,,0,15.1,20.3,No
423,Sydney,10.8,23.3,17.1,0,1.2,10.2,W,30,W,WNW,22,7,14.5,68,37,52.5,1018.7,1016.5,1017.6,,,0,13.8,22.8,No
424,Sydney,9.1,18.6,13.9,0,4.6,10.1,W,43,W,SSW,20,22,21,49,40,44.5,1021.4,1021.5,1021.5,,,0,11.8,17.2,No
425,Sydney,10,21.6,15.8,0,2,9.5,W,26,W,E,19,17,18,77,46,61.5,1025,1022,1023.5,,,0,12.5,20.1,No
426,Sydney,9.8,20.9,15.4,0,3,10,WNW,33,W,WNW,20,13,16.5,70,64,67,1024.2,1020.7,1022.5,,,0,11.8,20.5,No
427,Sydney,11.3,18.1,14.7,21.4,3,2.2,SSW,30,NW,S,9,17,13,94,69,81.5,1031.6,1030.6,1031.1,,,0,12.1,16.6,Yes
428,Sydney,14,15.3,14.65,27.4,1.6,0,SSE,24,WNW,SSE,11,15,13,96,94,95,1014.6,1010.6,1012.6,,,0,14.2,15.2,Yes
429,Sydney,6.6,18.3,12.5,0,2,9.5,W,31,W,NNW,24,4,14,78,44,61,1026.7,1024,1025.35,,,0,8.3,17.6,No
430,Sydney,10.1,18.5,14.3,8.4,0.8,9.7,W,50,W,W,15,30,22.5,68,38,53,1018.8,1016.6,1017.7,,,0,12.1,18.3,Yes
431,Sydney,8.6,19.2,13.9,0,2.2,9.7,WSW,54,W,WSW,13,28,20.5,65,37,51,1019.6,1017.7,1018.7,,,0,11.4,19,No
432,Sydney,8.4,18.7,13.6,0,2.6,1.4,N,35,NW,NNE,2,17,9.5,70,47,58.5,1016.4,1010.7,1013.6,,,0,10.7,18.4,No
433,Sydney,10.7,17.2,14.0,0,5,1.2,NW,61,NNW,WNW,19,20,19.5,44,56,50,1006.6,1007.9,1007.3,,,0,16.4,14.8,No
434,Sydney,6.9,18.3,12.6,0,3.2,9.8,W,37,WNW,WSW,17,19,18,55,38,46.5,1028.1,1026.1,1027.1,,,0,9.9,18.1,No
435,Sydney,6.5,19.4,13.0,0,2.2,9.8,WSW,39,W,WSW,19,22,20.5,73,,36.5,1027.9,1023.7,1025.8,,,0,8.6,19.2,No
436,Sydney,9.7,17.6,13.7,9.4,2,5.7,SSE,28,SSW,SE,7,15,11,84,58,71,1031.7,1028.6,1030.2,,,0,12.4,15.8,Yes
437,Sydney,9.9,16.1,13.0,0,3,5.9,WSW,44,W,W,15,28,21.5,69,28,48.5,1016.2,1013.4,1014.8,6,2,4,10.4,15.8,No
438,Sydney,7.7,16.8,12.3,0,2.8,9.5,NA,,W,S,20,19,19.5,61,40,50.5,1020.3,1018.1,1019.2,1,5,3,9.6,15.8,No
439,Sydney,7.2,16.2,11.7,0,3.6,6.4,NA,,W,SSW,28,26,27,55,43,49,1024.6,1025.1,1024.9,3,7,5,9.6,15.9,No
440,Sydney,11.6,17.3,14.5,0,3,0.2,NNW,31,W,NNE,9,9,9,80,79,79.5,1017.5,1012.7,1015.1,7,8,7.5,13,17.1,No
441,Sydney,12.9,22.9,17.9,0.2,0.4,6.3,N,39,NW,N,15,26,20.5,74,62,68,1011.6,1008,1009.8,5,6,5.5,17.2,21.3,No
442,Sydney,11.1,20.2,15.7,0,3.2,9.5,NW,39,W,WNW,13,19,16,73,31,52,1013.2,1009.7,1011.5,2,1,1.5,13.4,19.1,No
443,Sydney,9,18.2,13.6,0,5,10,WSW,46,WNW,WSW,9,17,13,52,33,42.5,1016.9,1016.9,1016.9,1,1,1,12.2,17.8,No
444,Sydney,9.4,20.3,14.9,0,2.6,9.9,W,43,W,ENE,24,11,17.5,62,36,49,1027.5,1025.4,1026.5,0,0,0,11.3,18.3,No
445,Sydney,7.8,19.4,13.6,0,4,9.7,WSW,44,W,S,22,11,16.5,68,45,56.5,1016.2,1015.7,1016.0,1,4,2.5,9.8,16.7,No
446,Sydney,6.5,17.4,12.0,0,4.2,9.6,W,44,W,SE,26,9,17.5,58,37,47.5,1022.3,1018.5,1020.4,1,3,2,9.2,15.8,No
447,Sydney,6.8,18.5,12.7,0,3.6,7.7,WNW,31,W,NW,9,11,10,58,32,45,1017.8,1014.4,1016.1,7,1,4,9.7,18.1,No
448,Sydney,11.6,19.4,15.5,0,7.2,10.2,SSW,46,N,SW,2,17,9.5,45,22,33.5,1014.8,1014.9,1014.9,1,1,1,14.3,18.4,No
449,Sydney,5.6,22.5,14.1,0,3.6,10.6,W,30,W,W,17,9,13,55,26,40.5,1022,1015.2,1018.6,1,1,1,9.5,21.4,No
450,Sydney,9.8,15.6,12.7,3.2,5.9,1.5,SSW,67,SSW,S,30,37,33.5,,,0,1020.7,1020.5,1020.6,6,5,5.5,13.1,15.3,Yes
451,Sydney,9.6,18.1,13.9,0,6.6,10.4,W,61,NW,W,30,33,31.5,45,33,39,1007,1007.4,1007.2,2,4,3,12.7,17.9,No
452,Sydney,9.7,20.1,14.9,0,6,10,WSW,37,W,E,20,17,18.5,54,43,48.5,1020.3,1019.1,1019.7,1,2,1.5,13.4,16.9,No
453,Sydney,7.5,17.8,12.7,0,3.2,10.7,W,24,W,E,19,17,18,62,47,54.5,1024.3,1019.1,1021.7,3,1,2,10.1,16,No
454,Sydney,8.3,20.9,14.6,0,4.4,10,W,33,W,E,19,15,17,48,41,44.5,1018.7,1016.9,1017.8,3,3,3,11.7,17.2,No
455,Sydney,9.4,22.5,16.0,0,4.2,7.2,NA,,ESE,NE,6,17,11.5,,59,29.5,1017.5,1010.4,1014.0,7,7,7,15.4,19,No
456,Sydney,18.4,27.9,23.2,0,13.4,10.7,NW,54,WNW,WNW,28,22,25,28,10,19,1007.7,1005.3,1006.5,0,0,0,21.5,27.6,No
457,Sydney,12.6,21.8,17.2,0,5.4,8.7,S,39,WNW,SSE,17,17,17,66,51,58.5,1025,1022.4,1023.7,7,1,4,16.4,21,No
458,Sydney,14,24.7,19.35,0,5.6,2.7,SSW,63,N,S,20,33,26.5,39,83,61,1006.2,1007.3,1006.8,4,8,6,21,15,No
459,Sydney,14.6,20.7,17.7,0.4,4.2,8.3,ENE,44,S,ENE,4,33,18.5,67,59,63,1022.5,1019,1020.75,6,1,3.5,17.8,19.6,No
460,Sydney,14.1,22.8,18.5,0.2,6.8,6.7,NNE,46,NNE,NE,6,19,12.5,58,59,58.5,1018.7,1013.5,1016.1,6,5,5.5,19.4,21,No
461,Sydney,17.3,22.8,20.1,13.2,9.2,,W,69,WNW,W,33,39,36,51,22,36.5,1005.8,1006.9,1006.4,6,7,6.5,20.4,20.9,Yes
462,Sydney,9.9,22.4,16.2,0,8.4,11.5,W,48,WSW,ESE,31,26,28.5,29,30,29.5,1019.2,1018,1018.6,0,1,0.5,15.4,20.3,No
463,Sydney,11.2,27.8,19.5,0.2,5.8,11.3,NNE,31,W,E,13,7,10,53,40,46.5,1026.3,1020.5,1023.4,1,7,4,18.7,24,No
464,Sydney,13.5,19,16.25,9.8,6.8,3.6,WSW,50,SE,E,4,9,6.5,83,58,70.5,1005.4,1004.1,1004.8,8,7,7.5,14.6,18.2,Yes
465,Sydney,12.4,19.5,16.0,0.2,4.8,8.8,ESE,28,WNW,ESE,13,20,16.5,77,52,64.5,1025.6,1024,1024.8,7,1,4,14,18.5,No
466,Sydney,15.4,34.1,24.8,0,7.2,9.6,NNE,43,ESE,E,6,22,14,43,23,33,1018.4,1013.9,1016.2,7,2,4.5,20.9,30.7,No
467,Sydney,11.7,23,17.35,0.2,6,11.6,NE,46,W,NE,11,24,17.5,57,48,52.5,1024.3,1017.7,1021.0,1,2,1.5,17.3,21,No
468,Sydney,13.1,21.3,17.2,0,5.4,12.2,SSE,41,SSW,SE,7,24,15.5,39,40,39.5,1015.7,1016.4,1016.1,1,1,1,18,19.1,No
469,Sydney,12.1,21.7,16.9,0,3.6,9.4,ENE,44,WNW,E,9,30,19.5,59,55,57,1025.1,1021.2,1023.2,6,2,4,17.2,20.8,No
470,Sydney,15.7,27.8,21.8,0,7,12,ENE,33,WNW,ESE,11,20,15.5,64,52,58,1016.1,1013,1014.55,0,3,1.5,21.6,24.4,No
471,Sydney,16.8,33.3,25.1,0,8,5.2,W,52,WNW,E,9,20,14.5,55,57,56,1008.3,1002,1005.15,7,7,7,22.6,24.7,No
472,Sydney,16.6,20.9,18.8,11.4,7.4,7,SSE,50,SSE,SSE,28,26,27,56,54,55,1022.7,1023.1,1022.9,6,6,6,19.6,18.5,Yes
473,Sydney,16.9,23.9,20.4,0,9.8,9.9,S,57,S,SSE,19,28,23.5,60,51,55.5,1020.3,1019,1019.65,1,3,2,19.6,21,No
474,Sydney,15.9,20.7,18.3,0,8,0.3,E,31,E,E,15,20,17.5,80,71,75.5,1019.5,1017.4,1018.5,8,8,8,16.9,18.4,No
475,Sydney,16.2,24.7,20.5,0.2,4.2,7.2,ENE,35,NE,ENE,19,17,18,72,62,67,1014.7,1010.7,1012.7,8,7,7.5,20.5,23.6,No
476,Sydney,15.1,21.3,18.2,10.4,2.4,7,SE,33,ESE,E,13,15,14,57,50,53.5,1016.7,1015.1,1015.9,8,4,6,17.4,19.8,Yes
477,Sydney,12.8,21.1,17.0,0,8.4,6.9,S,50,W,SSW,17,26,21.5,44,45,44.5,1014.2,1015.6,1014.9,2,3,2.5,18.1,19.9,No
478,Sydney,13.4,24.5,19.0,0.4,5.2,10.6,NNE,50,W,NE,9,24,16.5,60,59,59.5,1018.1,1012.2,1015.2,7,6,6.5,19.8,22.3,No
479,Sydney,17.1,20.7,18.9,0,9,0.3,SSW,72,SSE,SE,22,22,22,66,59,62.5,1017.1,1017,1017.05,7,7,7,18.8,19.4,No
480,Sydney,16.4,25.4,20.9,0,5.2,10.8,ENE,39,ESE,E,9,28,18.5,67,63,65,1018.8,1014.8,1016.8,5,1,3,21,23.8,No
481,Sydney,18.5,31,24.75,0,7.8,12.7,ENE,26,W,E,7,15,11,60,56,58,1013.9,1012.6,1013.3,1,2,1.5,25.3,27.2,No
482,Sydney,19.8,24.1,22.0,3.6,4.4,1,NE,44,ESE,SE,6,13,9.5,80,74,77,1014.1,1014.7,1014.4,7,7,7,22.4,22.4,Yes
483,Sydney,18.4,24.5,21.5,10.2,3.2,0,E,26,SE,ESE,9,13,11,84,74,79,1018.4,1016.5,1017.5,7,7,7,20.5,21.9,Yes
484,Sydney,18.3,26.6,22.5,0,9,13.1,NNE,52,NE,ENE,17,26,21.5,59,60,59.5,1016.7,1014.1,1015.4,1,0,0.5,24.4,24.8,No
485,Sydney,20.9,28.3,24.6,0,9.6,12.7,NE,52,NE,ENE,9,17,13,56,56,56,1016.1,1014.3,1015.2,0,1,0.5,25.2,27.2,No
486,Sydney,21.6,28,24.8,0,11.6,13.1,E,33,ENE,E,13,20,16.5,65,56,60.5,1021,1019.7,1020.35,3,1,2,25.6,27,No
487,Sydney,21.1,25,23.05,0,18.4,6.1,SSE,50,S,SSE,24,28,26,64,44,54,999.3,1002.1,1000.7,6,6,6,22.5,21.7,No
488,Sydney,17.1,23.7,20.4,8.6,2,9.4,S,59,S,SSE,17,28,22.5,69,49,59,1015.2,1017.5,1016.4,7,2,4.5,18.8,22.2,Yes
489,Sydney,21.4,29,25.2,0,8.2,12.1,ENE,41,NW,E,2,26,14,75,67,71,1012.5,1007.9,1010.2,5,1,3,24.3,26.5,No
490,Sydney,20.7,26.6,23.7,0.2,4.2,5.3,ENE,37,ESE,NE,2,17,9.5,71,52,61.5,1015.8,1013.4,1014.6,7,7,7,24.2,25.5,No
491,Sydney,20.7,25.7,23.2,0,6.2,2.3,S,56,SSW,S,20,26,23,74,61,67.5,1015.3,1015.3,1015.3,7,7,7,21.8,24.4,No
492,Sydney,20.1,22.7,21.4,16.8,8.2,0,W,50,E,NNE,6,9,7.5,90,90,90,1009.2,1009,1009.1,8,8,8,20.5,20.9,Yes
493,Sydney,16.5,20.1,18.3,31.8,6.8,0,SSE,63,SE,SSE,26,26,26,86,85,85.5,1014.4,1016.2,1015.3,8,8,8,19.5,18.7,Yes
494,Sydney,20.2,27.3,23.8,0,7.4,7.6,ENE,39,NNW,ENE,6,24,15,78,55,66.5,1020.9,1018.4,1019.7,7,3,5,21.6,25.6,No
